edad,clase_trabajo,peso_final,educacion,educacion_num,estado_civil,ocupacion,relacion,raza,sexo,ganancia_capital,perdida_capital,horas_por_semana,pais_origen,ingreso
45,Privado,255348,Algunos-cursos-universitarios,10,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
36,Privado,176050,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
71,?,125101,Asociado-vocacional,11,Viudo,?,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
62,?,197286,Bachillerato,9,Casado-cónyuge-civil,?,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
31,Privado,159737,Bachillerato,9,Nunca-casado,Ventas,Soltero,Negro,Mujer,0,0,58,Estados-Unidos,<=50K
39,Privado,316211,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,60,Estados-Unidos,>50K
45,Gobierno-Local,556652,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Negro,Hombre,0,0,40,Estados-Unidos,>50K
19,Privado,265576,Bachillerato,9,Nunca-casado,Manipuladores-limpiadores,Hijo-propia,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
43,Privado,347653,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,48,Estados-Unidos,>50K
32,Privado,62374,Asociado-vocacional,11,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
43,Autónomo-no-incorporado,170230,Licenciatura,13,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Mujer,0,0,60,Estados-Unidos,<=50K
34,Privado,203051,Licenciatura,13,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,27,Estados-Unidos,<=50K
66,Autónomo-incorporado,115880,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
46,Autónomo-incorporado,181413,Assoc-acdm,12,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
23,Privado,185554,Licenciatura,13,Nunca-casado,Profesional-especialista,Hijo-propia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
41,Privado,350387,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
63,Privado,225102,Bachillerato,9,Casado-cónyuge-civil,Manipuladores-limpiadores,Esposo,Negro,Hombre,0,0,40,?,<=50K
35,Autónomo-no-incorporado,350247,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
28,Privado,150025,9no grado,5,Nunca-casado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,0,50,?,>50K
37,Privado,107737,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,55,Estados-Unidos,>50K
63,?,334741,Bachillerato,9,Casado-cónyuge-civil,?,Esposo,Blanco,Hombre,0,0,20,Estados-Unidos,<=50K
43,Privado,115562,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,42,Estados-Unidos,>50K
30,Autónomo-no-incorporado,131584,Asociado-vocacional,11,Nunca-casado,Artesanía-reparación,Hijo-propia,Blanco,Hombre,0,0,60,Estados-Unidos,<=50K
36,Gobierno-Local,95855,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,0,0,60,Estados-Unidos,>50K
54,Privado,391016,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
36,Gobierno-Federal,51089,Licenciatura,13,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
77,Privado,117898,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
28,Privado,70240,Bachillerato,9,Casado-cónyuge-ausente,Otro-servicio,Fuera-de-familia,Asiático-Isleño-Pacífico,Mujer,0,0,40,Filipinas,<=50K
39,Autónomo-no-incorporado,187693,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,72,Estados-Unidos,>50K
37,Privado,341672,Licenciatura,13,Separado,Soporte-técnico,Fuera-de-familia,Asiático-Isleño-Pacífico,Hombre,0,0,40,Filipinas,<=50K
22,Gobierno-Local,289982,Licenciatura,13,Nunca-casado,Profesional-especialista,Hijo-propia,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
54,Privado,76344,Licenciatura,13,Nunca-casado,Otro-servicio,Fuera-de-familia,Blanco,Mujer,0,0,50,Estados-Unidos,<=50K
21,Privado,200973,Algunos-cursos-universitarios,10,Nunca-casado,Ventas,Hijo-propia,Blanco,Mujer,0,0,20,Estados-Unidos,<=50K
36,Privado,111377,10mo grado,6,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
62,Autónomo-no-incorporado,136684,Bachillerato,9,Viudo,Adm-clerical,Otro-familiar,Blanco,Mujer,0,0,30,Estados-Unidos,<=50K
40,Privado,176716,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
47,Autónomo-no-incorporado,166894,Algunos-cursos-universitarios,10,Divorciado,Profesional-especialista,Soltero,Negro,Mujer,0,0,40,Estados-Unidos,<=50K
38,Privado,243872,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,70,Estados-Unidos,>50K
28,Privado,155621,5to-6to grado,3,Nunca-casado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,0,40,Colombia,<=50K
46,Privado,102597,Licenciatura,13,Divorciado,Profesional-especialista,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
22,Privado,60331,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Otro-servicio,Esposo,Blanco,Hombre,0,0,35,Estados-Unidos,<=50K
37,Privado,75024,Bachillerato,9,Divorciado,Ventas,Soltero,Blanco,Mujer,0,0,25,Canadá,<=50K
69,Privado,174474,10mo grado,6,Separado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Mujer,0,0,28,Perú,<=50K
43,Privado,145441,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
53,Privado,83434,Licenciatura,13,Nunca-casado,Otro-servicio,Fuera-de-familia,Asiático-Isleño-Pacífico,Mujer,0,0,21,Japón,>50K
20,Privado,691830,Bachillerato,9,Nunca-casado,Ventas,Hijo-propia,Negro,Mujer,0,0,35,Estados-Unidos,<=50K
22,Privado,189203,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
48,Privado,115784,9no grado,5,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,44,Estados-Unidos,<=50K
40,Gobierno-Federal,280167,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
68,?,407338,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,?,Esposo,Blanco,Hombre,0,0,20,Estados-Unidos,<=50K
23,Privado,315065,10mo grado,6,Nunca-casado,Otro-servicio,Soltero,Blanco,Hombre,0,0,60,México,<=50K
25,Gobierno-Local,167835,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,0,0,38,Estados-Unidos,>50K
22,Privado,63105,Bachillerato,9,Nunca-casado,Profesional-especialista,Hijo-propia,Negro,Hombre,0,0,40,Estados-Unidos,<=50K
23,Privado,520775,12vo grado,8,Nunca-casado,Servicio-doméstico,Hijo-propia,Blanco,Hombre,0,0,30,Estados-Unidos,<=50K
41,Gobierno-Local,47902,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,45,Estados-Unidos,>50K
25,Privado,145434,Algunos-cursos-universitarios,10,Nunca-casado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Mujer,0,0,25,Estados-Unidos,<=50K
58,Privado,56392,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
33,Privado,162312,Bachillerato,9,Divorciado,Ventas,Fuera-de-familia,Asiático-Isleño-Pacífico,Hombre,0,0,45,Japón,<=50K
28,Privado,204074,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,48,Estados-Unidos,<=50K
19,Privado,99246,11vo grado,7,Nunca-casado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Mujer,0,0,25,Estados-Unidos,<=50K
44,Privado,102085,Algunos-cursos-universitarios,10,Divorciado,Adm-clerical,Otro-familiar,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
68,Privado,168794,Preescolar,1,Nunca-casado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Hombre,0,0,10,Estados-Unidos,<=50K
33,Gobierno-Estatal,332379,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
24,Privado,233419,Bachillerato,9,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
44,Autónomo-no-incorporado,57233,Bachillerato,9,Casado-cónyuge-civil,Agricultura-pesca,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
31,Privado,442429,Bachillerato,9,Separado,Artesanía-reparación,Soltero,Blanco,Mujer,0,0,40,México,<=50K
29,Privado,369114,Bachillerato,9,Divorciado,Adm-clerical,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
65,Privado,261334,9no grado,5,Viudo,Ventas,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
55,Privado,160303,Bachillerato,9,Viudo,Adm-clerical,Otro-familiar,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
49,Privado,50474,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
27,Privado,321577,Bachillerato,9,Nunca-casado,Operador-máquina-inspector,Hijo-propia,Negro,Mujer,0,0,40,Estados-Unidos,<=50K
41,Privado,29591,Bachillerato,9,Divorciado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,30,Estados-Unidos,<=50K
33,Autónomo-no-incorporado,334744,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
22,Autónomo-no-incorporado,269474,Bachillerato,9,Nunca-casado,Agricultura-pesca,Hijo-propia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
66,Privado,33619,Bachillerato,9,Casado-cónyuge-civil,Otro-servicio,Esposo,Negro,Hombre,0,0,4,Estados-Unidos,<=50K
38,Privado,149347,Algunos-cursos-universitarios,10,Divorciado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,60,Estados-Unidos,<=50K
43,Privado,96249,Bachillerato,9,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,42,Estados-Unidos,>50K
40,Gobierno-Local,370502,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Manipuladores-limpiadores,Esposo,Blanco,Hombre,0,0,40,México,<=50K
32,Privado,188246,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
30,Privado,167558,Bachillerato,9,Nunca-casado,Ventas,Soltero,Blanco,Mujer,0,0,35,México,<=50K
35,Privado,292185,Licenciatura,13,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
33,Gobierno-Local,70164,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Amerindio-Esquimal,Hombre,0,0,60,Estados-Unidos,<=50K
36,Privado,269722,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,55,Estados-Unidos,>50K
33,Autónomo-no-incorporado,175502,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,60,Estados-Unidos,<=50K
53,Privado,233165,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,60,Estados-Unidos,>50K
27,Privado,177351,Licenciatura,13,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
22,Privado,212114,Licenciatura,13,Nunca-casado,Manipuladores-limpiadores,Hijo-propia,Blanco,Mujer,0,0,15,Estados-Unidos,<=50K
26,Privado,288959,Bachillerato,9,Casado-cónyuge-civil,Ventas,Esposo,Negro,Hombre,0,0,36,Estados-Unidos,<=50K
64,Privado,231619,Bachillerato,9,Casado-cónyuge-civil,Ventas,Esposa,Blanco,Mujer,0,0,21,Estados-Unidos,<=50K
48,Privado,146919,Algunos-cursos-universitarios,10,Divorciado,Adm-clerical,Soltero,Blanco,Mujer,0,0,45,Estados-Unidos,<=50K
23,Privado,388811,Bachillerato,9,Nunca-casado,Adm-clerical,Hijo-propia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
26,Privado,243560,Algunos-cursos-universitarios,10,Nunca-casado,Ventas,Soltero,Blanco,Mujer,0,0,40,?,<=50K
35,Autónomo-no-incorporado,98360,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
46,Privado,369538,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
65,Autónomo-no-incorporado,31740,Algunos-cursos-universitarios,10,Viudo,Ejecutivo-administrativo,Soltero,Blanco,Mujer,0,0,45,Estados-Unidos,<=50K
18,Privado,333611,5to-6to grado,3,Nunca-casado,Otro-servicio,Otro-familiar,Blanco,Hombre,0,0,54,México,<=50K
34,Autónomo-no-incorporado,108247,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,55,Estados-Unidos,>50K
28,Privado,76129,Bachillerato,9,Nunca-casado,Operador-máquina-inspector,Soltero,Blanco,Mujer,0,0,40,Guatemala,<=50K
37,Privado,91711,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,60,Estados-Unidos,>50K
61,?,166855,Licenciatura,13,Casado-cónyuge-civil,?,Esposo,Blanco,Hombre,0,0,10,Estados-Unidos,<=50K
31,Privado,43953,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
25,Gobierno-Local,84224,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
81,Privado,100675,1ro-4to grado,2,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,15,Polonia,<=50K
47,Privado,155509,Bachillerato,9,Separado,Otro-servicio,Otro-familiar,Negro,Mujer,0,0,35,Estados-Unidos,<=50K
39,Privado,29814,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
37,Privado,241805,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Otro-servicio,Esposo,Negro,Hombre,0,0,30,Estados-Unidos,<=50K
44,Privado,214838,Bachillerato,9,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,45,Estados-Unidos,>50K
37,Privado,240810,Assoc-acdm,12,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
41,Privado,154076,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
27,?,175552,5to-6to grado,3,Casado-cónyuge-civil,?,Esposa,Blanco,Mujer,0,0,40,México,<=50K
55,Privado,170287,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Polonia,>50K
60,Privado,145995,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
22,Privado,433669,Assoc-acdm,12,Nunca-casado,Manipuladores-limpiadores,Fuera-de-familia,Blanco,Hombre,0,0,36,?,<=50K
23,Privado,233626,Licenciatura,13,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,25,Estados-Unidos,<=50K
19,Privado,607799,Bachillerato,9,Nunca-casado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Mujer,0,0,60,Estados-Unidos,<=50K
45,Privado,88500,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,44,Estados-Unidos,>50K
36,Privado,127809,Bachillerato,9,Separado,Otro-servicio,Soltero,Negro,Mujer,0,0,30,Estados-Unidos,<=50K
46,Privado,243743,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
48,Privado,177211,11vo grado,7,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
39,Autónomo-no-incorporado,231180,Bachillerato,9,Casado-cónyuge-civil,Otro-servicio,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
29,Privado,253856,Licenciatura,13,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,20,Estados-Unidos,<=50K
39,Privado,177075,Bachillerato,9,Divorciado,Adm-clerical,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
26,Privado,152855,Bachillerato,9,Nunca-casado,Ejecutivo-administrativo,Hijo-propia,Otro,Mujer,0,0,40,México,<=50K
37,Privado,191137,Assoc-acdm,12,Divorciado,Profesional-especialista,Soltero,Blanco,Hombre,0,0,25,Estados-Unidos,<=50K
49,Privado,255559,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposa,Blanco,Mujer,0,0,40,Estados-Unidos,>50K
27,Privado,169815,Licenciatura,13,Nunca-casado,Ventas,Hijo-propia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
28,Privado,221215,10mo grado,6,Nunca-casado,Manipuladores-limpiadores,Otro-familiar,Blanco,Hombre,0,0,40,México,<=50K
35,Privado,270059,Algunos-cursos-universitarios,10,Divorciado,Ventas,Soltero,Blanco,Mujer,0,0,30,Estados-Unidos,<=50K
17,Privado,345403,10mo grado,6,Nunca-casado,Otro-servicio,Hijo-propia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
18,Privado,194897,Bachillerato,9,Nunca-casado,Manipuladores-limpiadores,Hijo-propia,Amerindio-Esquimal,Hombre,0,0,40,Estados-Unidos,<=50K
33,Privado,388741,Algunos-cursos-universitarios,10,Nunca-casado,Adm-clerical,Soltero,Otro,Mujer,0,0,38,Estados-Unidos,<=50K
33,Privado,355856,Assoc-acdm,12,Casado-cónyuge-civil,Ventas,Esposo,Asiático-Isleño-Pacífico,Hombre,0,0,60,Estados-Unidos,<=50K
51,Privado,122109,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposa,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
49,Privado,75673,Bachillerato,9,Nunca-casado,Adm-clerical,Hijo-propia,Asiático-Isleño-Pacífico,Mujer,0,0,40,Estados-Unidos,<=50K
41,Privado,47902,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,35,Estados-Unidos,>50K
64,Privado,221343,1ro-4to grado,2,Divorciado,Servicio-doméstico,Fuera-de-familia,Blanco,Mujer,0,0,12,Estados-Unidos,<=50K
40,Privado,255675,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
49,Gobierno-Federal,203505,Bachillerato,9,Viudo,Adm-clerical,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
23,Privado,125106,Licenciatura,13,Nunca-casado,Profesional-especialista,Hijo-propia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
34,Privado,139890,Algunos-cursos-universitarios,10,Divorciado,Adm-clerical,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
47,Autónomo-no-incorporado,28035,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Agricultura-pesca,Esposo,Blanco,Hombre,0,0,86,Estados-Unidos,<=50K
36,Privado,163237,Assoc-acdm,12,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
23,Gobierno-Local,55890,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
47,Autónomo-no-incorporado,255934,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,80,Estados-Unidos,<=50K
61,Privado,168654,Bachillerato,9,Divorciado,Adm-clerical,Fuera-de-familia,Blanco,Mujer,0,0,40,Canadá,<=50K
47,Autónomo-no-incorporado,39986,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
56,Privado,208451,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
20,Privado,206681,12vo grado,8,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Mujer,0,0,55,Estados-Unidos,<=50K
33,Privado,117779,Bachillerato,9,Casado-cónyuge-civil,Operador-máquina-inspector,Esposa,Blanco,Mujer,0,0,46,Estados-Unidos,>50K
36,Autónomo-no-incorporado,129150,Bachillerato,9,Casado-cónyuge-civil,Agricultura-pesca,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
38,?,177273,Bachillerato,9,Casado-cónyuge-civil,?,Esposa,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
34,Gobierno-Local,226443,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Servicios-protección,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
56,Privado,146326,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
32,Privado,187901,Asociado-vocacional,11,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,0,23,Estados-Unidos,<=50K
49,Privado,188694,Licenciatura,13,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
71,Privado,187493,Bachillerato,9,Casado-cónyuge-civil,Servicios-protección,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
19,Privado,212468,Algunos-cursos-universitarios,10,Nunca-casado,Otro-servicio,Hijo-propia,Blanco,Mujer,0,0,15,Estados-Unidos,<=50K
20,Privado,84726,Algunos-cursos-universitarios,10,Nunca-casado,Soporte-técnico,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
42,Privado,137907,Bachillerato,9,Divorciado,Adm-clerical,Soltero,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
51,Privado,34361,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Blanco,Mujer,0,0,20,Estados-Unidos,>50K
38,Privado,254114,Algunos-cursos-universitarios,10,Casado-cónyuge-ausente,Profesional-especialista,Hijo-propia,Negro,Mujer,0,0,40,Estados-Unidos,<=50K
38,Privado,170174,10mo grado,6,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
35,Autónomo-no-incorporado,190895,Licenciatura,13,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,0,0,25,Estados-Unidos,<=50K
24,Gobierno-Local,317443,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposa,Negro,Mujer,0,0,40,Estados-Unidos,<=50K
40,Privado,375603,Bachillerato,9,Divorciado,Adm-clerical,Soltero,Negro,Hombre,0,0,40,Estados-Unidos,<=50K
21,Privado,203076,Bachillerato,9,Nunca-casado,Manipuladores-limpiadores,Hijo-propia,Blanco,Hombre,0,0,35,Estados-Unidos,<=50K
49,Privado,53893,Bachillerato,9,Divorciado,Transporte-mudanzas,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
18,?,171748,Algunos-cursos-universitarios,10,Nunca-casado,?,Hijo-propia,Negro,Mujer,0,0,24,Estados-Unidos,<=50K
52,Privado,204584,Licenciatura,13,Casado-cónyuge-ausente,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,0,42,Estados-Unidos,<=50K
27,Privado,660870,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,0,0,60,Estados-Unidos,<=50K
20,Privado,105686,Bachillerato,9,Nunca-casado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
31,Privado,148607,Algunos-cursos-universitarios,10,Divorciado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
25,Privado,255849,Bachillerato,9,Nunca-casado,Adm-clerical,Hijo-propia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
19,Gobierno-Federal,255921,Algunos-cursos-universitarios,10,Nunca-casado,Manipuladores-limpiadores,Hijo-propia,Blanco,Hombre,0,0,20,Inglaterra,<=50K
33,Privado,113326,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
23,Privado,440456,Licenciatura,13,Nunca-casado,Otro-servicio,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
34,Privado,105493,Maestría,14,Divorciado,Profesional-especialista,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
37,Gobierno-Local,89491,Maestría,14,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
25,Privado,171818,Licenciatura,13,Nunca-casado,Ejecutivo-administrativo,Hijo-propia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
40,Privado,51151,Asociado-vocacional,11,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
33,Autónomo-no-incorporado,188957,Licenciatura,13,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
31,Privado,97933,Algunos-cursos-universitarios,10,Nunca-casado,Adm-clerical,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
